replicate	ancient_sample	true_T	map_T	mean_T	ci95_lower_T	ci95_upper_T	contains_true_95	error	abs_error	min_ne_to_T	geomean_ne_to_T	sd_log_ne_to_T	global_min_ne	global_log_ne_range	realised_epsilon
4	ancient_05	5637.398403476225	6220.0	6231.829815478796	5087.512333925186	7376.985491197997	1	582.6015965237748	582.6015965237748	8827.097580244998	32838.52008032303	1.1342803296360533	6463.220839284853	2.746656719771332	0.010099902056807051
4	ancient_06	6766.611590738926	6940.0	6796.398816837139	5632.272958691605	7708.613258699062	1	173.38840926107423	173.38840926107423	8827.097580244998	39595.09672146693	1.116536745938693	6463.220839284853	2.746656719771332	0.010099902056807051
4	ancient_07	7585.124822055175	8280.0	8357.265368548291	7810.057556467446	8966.825514754728	0	694.8751779448248	694.8751779448248	8827.097580244998	43313.50644284301	1.090103348737951	6463.220839284853	2.746656719771332	0.010099902056807051
4	ancient_08	8461.269287457972	8900.0	8850.203305704506	8253.602066937252	9419.252606206283	1	438.7307125420284	438.7307125420284	8827.097580244998	42747.11135708776	1.0328489839861776	6463.220839284853	2.746656719771332	0.010099902056807051
4	ancient_09	8927.458090677415	9480.0	9409.836195041215	8782.05441548923	9940.774037626503	1	552.5419093225846	552.5419093225846	8827.097580244998	42493.488999952606	1.0058394542820828	6463.220839284853	2.746656719771332	0.010099902056807051
4	ancient_10	9791.593206765416	9180.0	9137.675709014416	8515.636898464794	9718.921352094392	0	-611.5932067654157	611.5932067654157	8827.097580244998	42090.37441060995	0.9609189217221954	6463.220839284853	2.746656719771332	0.010099902056807051
5	ancient_01	896.3644388022896	820.0	844.3552953750693	760.1057612734452	936.7233034044928	1	-76.36443880228956	76.36443880228956	9252.315557901818	23063.49909206278	0.952385511160573	8897.75205107256	2.7912863468052134	0.010087011014967822
5	ancient_02	1305.1460095144396	1320.0	1330.4432576640356	1258.952214503505	1413.293740526986	1	14.853990485560416	14.853990485560416	9252.315557901818	17877.083873629705	0.874775339986354	8897.75205107256	2.7912863468052134	0.010087011014967822
5	ancient_03	1460.7562270076469	2040.0	2012.301856123895	1852.5799071808203	2146.3041577032345	0	579.2437729923531	579.2437729923531	9252.315557901818	17226.824690415673	0.8344360659367948	8897.75205107256	2.7912863468052134	0.010087011014967822
5	ancient_04	1919.7891931041665	1940.0	1929.17115902195	1803.303873049997	2022.1729736672105	1	20.210806895833457	20.210806895833457	9252.315557901818	16173.923382879102	0.7365157377195067	8897.75205107256	2.7912863468052134	0.010087011014967822
5	ancient_05	2106.349404856934	2240.0	2232.354215592162	2136.2881135270595	2335.1611463808113	0	133.65059514306586	133.65059514306586	9252.315557901818	15888.960030747372	0.7054512635833184	8897.75205107256	2.7912863468052134	0.010087011014967822
5	ancient_06	2344.8639509532654	2600.0	2594.9628628633636	2492.226670198987	2695.9305945643323	0	255.13604904673457	255.13604904673457	9252.315557901818	15596.058907517925	0.6708932106432318	8897.75205107256	2.7912863468052134	0.010087011014967822
5	ancient_07	4725.125116934897	4400.0	4395.446355934851	3886.366455459514	4928.058738474007	1	-325.12511693489705	325.12511693489705	9252.315557901818	23164.84736014214	0.7843254430656352	8897.75205107256	2.7912863468052134	0.010087011014967822
5	ancient_08	5286.501477462092	5440.0	5457.35806694333	4983.091533474539	5946.237399799806	1	153.49852253790777	153.49852253790777	9252.315557901818	25451.307782168744	0.7902039251733386	8897.75205107256	2.7912863468052134	0.010087011014967822
5	ancient_09	7829.645148932386	7880.0	7922.9901058217665	7312.952046220257	8651.098181739291	1	50.35485106761371	50.35485106761371	9252.315557901818	33648.18619690486	0.7703665408291676	8897.75205107256	2.7912863468052134	0.010087011014967822
5	ancient_10	8532.828638641546	8180.0	8179.560187303654	7491.684587524292	8881.461622485622	1	-352.8286386415457	352.8286386415457	9252.315557901818	36629.84649422883	0.7904579430014185	8897.75205107256	2.7912863468052134	0.010087011014967822
6	ancient_01	759.2262106497117	560.0	586.4715268003479	468.73835240264447	749.7460359406418	0	-199.22621064971167	199.22621064971167	6193.339194334913	10028.009245879044	0.3862250866466573	6193.339194334913	2.777298218961006	0.010274873894290519
6	ancient_02	1742.4683816152042	2480.0	2397.705523356713	1830.899263369428	2880.775698151298	0	737.5316183847958	737.5316183847958	6193.339194334913	17596.021141922414	0.6553434669163425	6193.339194334913	2.777298218961006	0.010274873894290519
6	ancient_03	1892.6207791853078	1320.0	1419.9448645962163	1171.5485070774891	1760.310962529761	0	-572.6207791853078	572.6207791853078	6193.339194334913	19020.86255705429	0.6824649660112113	6193.339194334913	2.777298218961006	0.010274873894290519
