replicate	ancient_sample	true_T	map_T	mean_T	ci95_lower_T	ci95_upper_T	contains_true_95	error	abs_error	min_ne_to_T	geomean_ne_to_T	sd_log_ne_to_T	global_min_ne	global_log_ne_range	realised_epsilon
28	ancient_03	3451.235389172136	3840.0	3867.7575969629634	3470.6733453381607	4325.423452410843	0	388.7646108278641	388.7646108278641	16603.55126014183	21117.70860942474	0.3071957747543601	16603.55126014183	1.7178452456771733	0.009870304867778339
28	ancient_04	4312.6485700841695	5220.0	5214.608661925708	4853.450301569686	5654.695855416505	0	907.3514299158305	907.3514299158305	16603.55126014183	25603.882878124638	0.47348574156779566	16603.55126014183	1.7178452456771733	0.009870304867778339
28	ancient_05	4593.792278848219	5400.0	5345.824568599409	4889.221874237209	5776.033264139049	0	806.2077211517808	806.2077211517808	16603.55126014183	26842.255766215338	0.49466232761157497	16603.55126014183	1.7178452456771733	0.009870304867778339
28	ancient_06	6308.05212725244	6720.0	6727.011633944976	6334.052831482879	7136.682350862548	0	411.9478727475598	411.9478727475598	16603.55126014183	32683.72857454313	0.5311188608035472	16603.55126014183	1.7178452456771733	0.009870304867778339
28	ancient_07	6361.605393095937	5800.0	5831.034202435467	5450.586799261689	6212.871209442382	0	-561.605393095937	561.605393095937	16603.55126014183	32829.226277298905	0.5310711227190379	16603.55126014183	1.7178452456771733	0.009870304867778339
28	ancient_08	6599.733089684619	5320.0	5338.799064029643	4949.486480119096	5777.805387001219	0	-1279.7330896846188	1279.7330896846188	16603.55126014183	33454.858169344974	0.5304533967339673	16603.55126014183	1.7178452456771733	0.009870304867778339
28	ancient_09	6728.030131444518	7260.0	7207.755269384943	6717.468015718234	7681.902550538637	1	531.9698685554822	531.9698685554822	16603.55126014183	33778.14439772892	0.5298799132889928	16603.55126014183	1.7178452456771733	0.009870304867778339
28	ancient_10	9388.948377169307	10000.0	9891.467503497295	9640.607182014883	9996.602055184805	0	611.0516228306933	611.0516228306933	16603.55126014183	39337.54561456882	0.510010481631068	16603.55126014183	1.7178452456771733	0.009870304867778339
29	ancient_01	0.4580842293211429	60.0	60.714265307435774	7.172859828858448	155.1438780744001	0	59.541915770678855	59.541915770678855	7980.518646548073	7980.518646548073	0.0	6523.576237776911	2.206239454189575	0.010140724946695096
29	ancient_02	56.43551252443646	840.0	951.577316849874	572.0353327778463	1331.8295475162088	0	783.5644874755635	783.5644874755635	7980.518646548073	7980.518646548073	0.0	6523.576237776911	2.206239454189575	0.010140724946695096
29	ancient_03	1437.0056315433856	2160.0	2052.375637844464	1789.0944063672027	2251.122025937758	0	722.9943684566144	722.9943684566144	7980.518646548073	27985.13650641585	0.5645713272849904	6523.576237776911	2.206239454189575	0.010140724946695096
29	ancient_04	2399.813429458494	2480.0	2479.1958592309966	2360.2025568920353	2594.043507167553	1	80.18657054150617	80.18657054150617	7980.518646548073	18445.769335094854	0.6709639841731718	6523.576237776911	2.206239454189575	0.010140724946695096
29	ancient_05	2811.8078686527424	2860.0	2857.963442597531	2738.9337945450234	2973.802608090019	1	48.1921313472576	48.1921313472576	7980.518646548073	16838.661825625495	0.6577476338881879	6523.576237776911	2.206239454189575	0.010140724946695096
29	ancient_06	4131.193792284494	4280.0	4269.024019622381	3476.6420329869934	5067.759373558453	1	148.8062077155064	148.8062077155064	7980.518646548073	21621.22036358039	0.7918593608924712	6523.576237776911	2.206239454189575	0.010140724946695096
29	ancient_07	6403.652113183676	4840.0	4832.017174030169	4088.8388705794605	5589.5915786497535	0	-1563.6521131836762	1563.6521131836762	7980.518646548073	30919.24108954339	0.7982056835477235	6523.576237776911	2.206239454189575	0.010140724946695096
29	ancient_08	8299.530476773632	9100.0	9130.147671646817	8844.989064897436	9428.535448624343	0	800.4695232263675	800.4695232263675	7980.518646548073	31797.34235994245	0.7624061947441656	6523.576237776911	2.206239454189575	0.010140724946695096
29	ancient_09	8738.524098895121	8180.0	8211.157541421231	7887.914299143535	8538.423908688363	0	-558.5240988951209	558.5240988951209	7980.518646548073	30810.848031449965	0.7555400264122972	6523.576237776911	2.206239454189575	0.010140724946695096
29	ancient_10	8763.902746738493	8500.0	8489.341893563002	8075.404227989809	8934.449978960392	1	-263.9027467384931	263.9027467384931	7980.518646548073	30757.73211730622	0.7551243402445776	6523.576237776911	2.206239454189575	0.010140724946695096
30	ancient_01	373.0820253349332	520.0	525.904397181785	441.33027426503463	600.532592637004	0	146.91797466506682	146.91797466506682	10749.290898595194	41648.75974688254	1.0285771587387185	6248.979050508883	2.758385247733184	0.009940473526384103
30	ancient_02	1015.3947240998962	920.0	927.7543392715888	844.6990727810538	1009.4736249619348	0	-95.39472409989617	95.39472409989617	7144.27392356052	14734.822706051293	1.0187090817430122	6248.979050508883	2.758385247733184	0.009940473526384103
30	ancient_03	2029.764432952027	1900.0	1950.8461820589198	1383.5679620991966	2809.214093341054	1	-129.76443295202694	129.76443295202694	7144.27392356052	23730.216289239255	1.1785539115721702	6248.979050508883	2.758385247733184	0.009940473526384103
30	ancient_04	2979.361888350457	3100.0	2840.056751599018	2015.3306155192201	3372.7023927150217	1	120.63811164954313	120.63811164954313	7144.27392356052	35271.560051721404	1.1322689024445771	6248.979050508883	2.758385247733184	0.009940473526384103
30	ancient_05	3322.466340545176	1580.0	1721.7264578951551	1322.8084058745214	2386.9495441317254	0	-1742.466340545176	1742.466340545176	7144.27392356052	35551.55723625356	1.1046280320519648	6248.979050508883	2.758385247733184	0.009940473526384103
30	ancient_06	3669.0808764849903	3640.0	3662.2297982023133	3479.4773169063874	3917.181765559425	1	-29.080876484990313	29.080876484990313	7144.27392356052	32928.7428449432	1.0776042537159627	6248.979050508883	2.758385247733184	0.009940473526384103
30	ancient_07	4278.108316419991	4740.0	4742.401441189351	4530.644124635502	4944.207835861817	0	461.89168358000916	461.89168358000916	7144.27392356052	29659.04701655783	1.0304403422522574	6248.979050508883	2.758385247733184	0.009940473526384103
30	ancient_08	5561.636597378469	5420.0	5374.701630413682	5095.448269336842	5624.852013419183	1	-141.63659737846865	141.63659737846865	7144.27392356052	25645.458198252	0.941927146258401	6248.979050508883	2.758385247733184	0.009940473526384103
30	ancient_09	6604.0693559981055	6640.0	6647.657165931477	6449.8534090495805	6839.2299737481135	1	35.93064400189451	35.93064400189451	7144.27392356052	23756.7956754227	0.8822709879805248	6248.979050508883	2.758385247733184	0.009940473526384103
30	ancient_10	8568.871750897384	9120.0	9091.708580947467	8072.207390400256	9919.350727840318	1	551.1282491026159	551.1282491026159	7144.27392356052	26557.56798681779	0.891628172572049	6248.979050508883	2.758385247733184	0.009940473526384103
31	ancient_01	363.1728200818485	0.0	20.753504543935207	0.9792356112474354	62.990204840263125	0	-363.1728200818485	363.1728200818485	6645.822223501602	24159.37453716499	0.7970568509209807	5926.160460162882	3.1424800325878923	0.01010999233884207
31	ancient_02	1072.1479886197583	200.0	223.09606674902523	91.75472833422158	409.2488199321897	0	-872.1479886197583	872.1479886197583	6645.822223501602	54830.912053664484	0.8260294691698981	5926.160460162882	3.1424800325878923	0.01010999233884207
31	ancient_03	2670.0954107212083	2460.0	2460.490720673047	2158.497079076885	2758.2309725457653	1	-210.09541072120828	210.09541072120828	6645.822223501602	53063.06665251662	0.5826821408336499	5926.160460162882	3.1424800325878923	0.01010999233884207
31	ancient_04	4643.868178563366	5280.0	5448.329237638809	4373.614459877657	6610.7159315347435	1	636.1318214366338	636.1318214366338	6645.822223501602	70593.3653496233	0.6362914545367958	5926.160460162882	3.1424800325878923	0.01010999233884207
31	ancient_05	5082.972884874063	5100.0	5007.32415122501	4085.9477512211415	5899.047525375936	1	17.02711512593669	17.02711512593669	6645.822223501602	74767.02122882563	0.6362275595187169	5926.160460162882	3.1424800325878923	0.01010999233884207
31	ancient_06	6823.32537504605	5520.0	5636.762541466651	4700.602942542785	6708.630011092741	0	-1303.3253750460499	1303.3253750460499	6645.822223501602	87297.36015611912	0.6096381643935488	5926.160460162882	3.1424800325878923	0.01010999233884207
31	ancient_07	7004.391564288332	6600.0	6644.200500448326	5647.068373307638	7599.161181313626	1	-404.3915642883321	404.3915642883321	6645.822223501602	88324.58195619391	0.6059770632246176	5926.160460162882	3.1424800325878923	0.01010999233884207
31	ancient_08	8177.4381996525035	9400.0	9341.826529221447	8669.87703084161	9915.757106659717	0	1222.5618003474965	1222.5618003474965	6645.822223501602	90249.21704891998	0.5710822181408884	5926.160460162882	3.1424800325878923	0.01010999233884207
31	ancient_09	8222.244448737561	8800.0	8735.312870102958	8068.294709686498	9363.250099538502	1	577.7555512624385	577.7555512624385	6645.822223501602	90208.36972148641	0.5695569033258608	5926.160460162882	3.1424800325878923	0.01010999233884207
31	ancient_10	9944.317885658204	9560.0	9482.92485458049	8849.745265555684	9959.010293108511	1	-384.3178856582035	384.3178856582035	6645.822223501602	88926.87303540012	0.5188414837716249	5926.160460162882	3.1424800325878923	0.01010999233884207
32	ancient_01	1105.7385604266801	1540.0	1539.3673917657916	1488.6015425204196	1593.1984810235995	0	434.2614395733199	434.2614395733199	12528.662321295893	38046.52341476172	0.7933202417549491	5551.482320247401	3.1555381846568427	0.009883557581244342
32	ancient_02	2766.8591974099654	2900.0	2894.154016082676	2810.984010767255	2978.2515020763076	0	133.14080259003458	133.14080259003458	5551.482320247401	14906.278314053987	1.1560537985731452	5551.482320247401	3.1555381846568427	0.009883557581244342
32	ancient_03	3103.3190296687485	3820.0	3762.941013415157	3452.7098466370935	4056.3032791600112	0	716.6809703312515	716.6809703312515	5551.482320247401	13392.499306559946	1.133960683852755	5551.482320247401	3.1555381846568427	0.009883557581244342
32	ancient_04	5206.374607012961	4920.0	4891.56160365074	4586.1939144089865	5169.153249398926	0	-286.37460701296095	286.37460701296095	5551.482320247401	16430.83117159883	0.9222541893322552	5551.482320247401	3.1555381846568427	0.009883557581244342
32	ancient_05	6158.630028646839	5680.0	5742.460441107601	5387.543594063993	6119.400788040206	0	-478.6300286468386	478.6300286468386	5551.482320247401	17322.316895891447	0.8569144397890178	5551.482320247401	3.1555381846568427	0.009883557581244342
32	ancient_06	7284.348353892645	6920.0	6894.496313483483	6549.087396719596	7200.10398540863	0	-364.3483538926448	364.3483538926448	5551.482320247401	18113.156169934307	0.7948126053967226	5551.482320247401	3.1555381846568427	0.009883557581244342
32	ancient_07	7759.509579414234	8900.0	8909.890126566626	7810.239260533596	9854.596818012857	0	1140.4904205857656	1140.4904205857656	5551.482320247401	19118.340906000456	0.8113407874523647	5551.482320247401	3.1555381846568427	0.009883557581244342
32	ancient_08	7968.809577752303	8860.0	8844.908831119486	7812.524606933192	9852.679661236934	1	891.1904222476969	891.1904222476969	5551.482320247401	19810.065701394953	0.8293474247473747	5551.482320247401	3.1555381846568427	0.009883557581244342
32	ancient_09	8739.375640575796	8280.0	8360.533253565669	7573.868183169799	9182.068791555877	1	-459.37564057579584	459.37564057579584	5551.482320247401	22250.659939434725	0.8756495428672235	5551.482320247401	3.1555381846568427	0.009883557581244342
32	ancient_10	9229.042998098786	7440.0	7648.63183748901	7161.580279992109	8364.632265771048	0	-1789.0429980987865	1789.0429980987865	5551.482320247401	23715.27698568178	0.8936489520610738	5551.482320247401	3.1555381846568427	0.009883557581244342
33	ancient_01	573.8892744547164	640.0	647.4514632585056	602.3044292249351	703.9981318331418	0	66.11072554528357	66.11072554528357	6848.293739795896	47621.89045907019	1.1782899610756603	6848.293739795896	2.8064416820224682	0.009885043942247332
33	ancient_02	2507.4173899154607	1320.0	1326.2825062041095	1264.893764972583	1422.8327643412692	0	-1187.4173899154607	1187.4173899154607	6848.293739795896	15133.29408716024	0.8652335356688351	6848.293739795896	2.8064416820224682	0.009885043942247332
33	ancient_03	2541.0127513135762	2460.0	2452.7487044151326	2328.1094081131837	2560.3942274529477	1	-81.01275131357625	81.01275131357625	6848.293739795896	15102.264092718251	0.8596776710794449	6848.293739795896	2.8064416820224682	0.009885043942247332
33	ancient_04	4377.557757071328	3080.0	3148.9904792269404	2955.9304046798497	3649.47382681991	0	-1297.5577570713276	1297.5577570713276	6848.293739795896	24982.797975674184	1.0826413447660845	6848.293739795896	2.8064416820224682	0.009885043942247332
33	ancient_05	4559.184385289933	5360.0	5347.464608636094	4569.537397209266	6270.1882838401425	0	800.8156147100672	800.8156147100672	6848.293739795896	26403.179822970327	1.0950415717552435	6848.293739795896	2.8064416820224682	0.009885043942247332
33	ancient_06	5652.188502356088	6580.0	6522.596516403478	5555.800492741461	7454.5176091731855	1	927.8114976439119	927.8114976439119	6848.293739795896	34165.306509308306	1.1154819738714807	6848.293739795896	2.8064416820224682	0.009885043942247332
33	ancient_07	5724.164108301518	8280.0	8263.477853102178	7951.885359825985	8556.185315323	0	2555.8358916984816	2555.8358916984816	6848.293739795896	34630.27249843357	1.1149006016392229	6848.293739795896	2.8064416820224682	0.009885043942247332
33	ancient_08	5789.710771474478	7600.0	6886.357552791358	5520.109350031039	7736.841689262442	1	1810.289228525522	1810.289228525522	6848.293739795896	35048.96041753565	1.1142457822969354	6848.293739795896	2.8064416820224682	0.009885043942247332
33	ancient_09	7512.060295591303	5620.0	6034.7994357287225	5014.369912629208	7283.678118810681	0	-1892.0602955913027	1892.0602955913027	6848.293739795896	44473.80680014814	1.07285552661305	6848.293739795896	2.8064416820224682	0.009885043942247332
33	ancient_10	9311.952451480103	10000.0	9967.022434697294	9877.330673551778	9998.81542648289	0	688.0475485198967	688.0475485198967	6848.293739795896	39565.14469699735	0.9927870001215342	6848.293739795896	2.8064416820224682	0.009885043942247332
34	ancient_01	404.93046916986964	380.0	381.3450589362802	311.80659823302676	438.1217678113662	1	-24.93046916986964	24.93046916986964	6616.587026233991	11947.658769686752	0.8453832059012	6616.587026233991	2.9608118121093945	0.010153725991408387
34	ancient_02	2812.9643396743677	3620.0	3605.193126089658	3494.8454410336	3692.9203210831524	0	807.0356603256323	807.0356603256323	6616.587026233991	40101.80673598128	1.085178744211411	6616.587026233991	2.9608118121093945	0.010153725991408387
34	ancient_03	3250.5680609330834	2000.0	2045.7983531852744	1357.887853415866	2828.633677422413	0	-1250.5680609330834	1250.5680609330834	6616.587026233991	42495.89528034859	1.0914696067799352	6616.587026233991	2.9608118121093945	0.010153725991408387
34	ancient_04	3376.3615752565966	3420.0	3420.6089553848965	3333.0194542326594	3523.63274478152	1	43.63842474340345	43.63842474340345	6616.587026233991	39841.534982149315	1.1200071436082288	6616.587026233991	2.9608118121093945	0.010153725991408387
34	ancient_05	5047.768919975245	5100.0	5126.432370655987	4986.598716779173	5284.4372273123545	1	52.2310800247551	52.2310800247551	6616.587026233991	22943.908671771977	1.2059279222206527	6616.587026233991	2.9608118121093945	0.010153725991408387
34	ancient_06	5331.033429760398	3980.0	4011.96626052341	3904.3316130955745	4157.185900353287	0	-1351.0334297603977	1351.0334297603977	6616.587026233991	21624.307683143285	1.1997980025915689	6616.587026233991	2.9608118121093945	0.010153725991408387
34	ancient_07	8953.993887075872	9020.0	9017.058386559678	8850.258807822212	9179.932276867023	1	66.00611292412759	66.00611292412759	6616.587026233991	13833.425402562594	1.0733751393395161	6616.587026233991	2.9608118121093945	0.010153725991408387
34	ancient_08	9064.812311515772	8500.0	8475.8120531163	8242.270964192241	8699.357579923731	0	-564.8123115157723	564.8123115157723	6616.587026233991	13710.582040550278	1.0698027197218987	6616.587026233991	2.9608118121093945	0.010153725991408387
34	ancient_09	9151.163318190505	8960.0	9031.260452604129	8804.528098602997	9289.147143574484	1	-191.16331819050538	191.16331819050538	6616.587026233991	13617.656875893304	1.0670208933450043	6616.587026233991	2.9608118121093945	0.010153725991408387
34	ancient_10	9255.200970014503	8960.0	8918.975393135393	8619.337806865751	9111.765276342821	0	-295.2009700145027	295.2009700145027	6616.587026233991	13508.811398034417	1.0636729477869136	6616.587026233991	2.9608118121093945	0.010153725991408387
35	ancient_01	196.74873138737058	520.0	467.9778701910327	243.85048733702624	706.7120029199597	0	323.2512686126294	323.2512686126294	5843.559099251426	18088.296745073163	1.111404865002933	5598.354412530162	3.2480649094034497	0.010024596884394643
35	ancient_02	340.7876434117252	460.0	433.384182292214	234.05863559069752	655.2049653307291	1	119.21235658827482	119.21235658827482	5843.559099251426	20752.644620443327	1.0428836299309825	5598.354412530162	3.2480649094034497	0.010024596884394643
35	ancient_03	2639.0271045643976	3420.0	3420.026651415325	3301.7394615255294	3549.349456737077	0	780.9728954356024	780.9728954356024	5843.559099251426	56777.008962731226	1.0167859768664937	5598.354412530162	3.2480649094034497	0.010024596884394643
35	ancient_04	2818.5233857887392	1100.0	1122.1330676773641	920.634146387555	1522.8459637870367	0	-1718.5233857887392	1718.5233857887392	5843.559099251426	60246.68894607559	1.0098228904721993	5598.354412530162	3.2480649094034497	0.010024596884394643
35	ancient_05	3838.550716663823	3420.0	3420.9239444992013	3291.2848300455353	3540.951774957732	0	-418.5507166638231	418.5507166638231	5843.559099251426	44244.93285074209	1.2533200912187872	5598.354412530162	3.2480649094034497	0.010024596884394643
35	ancient_06	4621.423851555546	4400.0	4412.8639870543875	4295.863258135879	4567.3229020011695	0	-221.4238515555462	221.4238515555462	5843.559099251426	32140.375148080362	1.3437375653656864	5598.354412530162	3.2480649094034497	0.010024596884394643
35	ancient_07	6363.0967721421675	5960.0	5961.401437800529	5749.492324867693	6177.016169787961	0	-403.09677214216754	403.09677214216754	5843.559099251426	20929.32557015538	1.3415131671870466	5598.354412530162	3.2480649094034497	0.010024596884394643
35	ancient_08	7618.63147478192	7360.0	7421.088349588224	7148.657825154147	7765.974610004061	1	-258.6314747819197	258.6314747819197	5843.559099251426	17468.850655123984	1.2927948176170025	5598.354412530162	3.2480649094034497	0.010024596884394643
35	ancient_09	8939.332656887498	9980.0	9789.882435961628	9420.665562710617	9992.1936646195	0	1040.6673431125018	1040.6673431125018	5843.559099251426	16172.793541354322	1.2077575465962826	5598.354412530162	3.2480649094034497	0.010024596884394643
35	ancient_10	9924.245158461035	10000.0	9854.364739302815	9619.503511006245	9993.803903678334	1	75.75484153896468	75.75484153896468	5843.559099251426	15474.558898293195	1.1539465853379076	5598.354412530162	3.2480649094034497	0.010024596884394643
36	ancient_01	784.8817729129021	700.0	680.518833297177	542.2368304184827	787.586170195001	1	-84.88177291290208	84.88177291290208	17722.758717884826	37341.07039777421	0.7472884523988729	17722.758717884826	1.6152380447592805	0.010082791634513517
36	ancient_02	1067.2562232626237	1240.0	1243.3753515488186	1161.9266608481726	1354.5350840543263	0	172.74377673737627	172.74377673737627	17722.758717884826	30658.723466718875	0.7202459056277223	17722.758717884826	1.6152380447592805	0.010082791634513517
36	ancient_03	4062.2116883766626	4960.0	4897.48294729571	4661.195207039243	5116.748904834983	0	897.7883116233374	897.7883116233374	17722.758717884826	44550.010492811176	0.564962412490074	17722.758717884826	1.6152380447592805	0.010082791634513517
36	ancient_04	4915.384911611871	6220.0	6139.85212589469	5788.26470879782	6444.34324742091	0	1304.6150883881292	1304.6150883881292	17722.758717884826	43295.57326625793	0.5173640717598418	17722.758717884826	1.6152380447592805	0.010082791634513517
36	ancient_05	5194.460788098906	4140.0	4097.439997465688	3850.188457229464	4317.791642058344	0	-1054.460788098906	1054.460788098906	17722.758717884826	42980.396929796785	0.5042075804799224	17722.758717884826	1.6152380447592805	0.010082791634513517
36	ancient_06	5317.762604543767	4840.0	4872.460092620333	4469.778528725261	5336.4650692803525	1	-477.76260454376734	477.76260454376734	17722.758717884826	42852.34264969409	0.4987040090399401	17722.758717884826	1.6152380447592805	0.010082791634513517
36	ancient_07	6164.348677371691	6340.0	6322.244925004132	6061.107900608614	6566.998240389805	1	175.65132262830866	175.65132262830866	17722.758717884826	42118.914413771534	0.4652112439305897	17722.758717884826	1.6152380447592805	0.010082791634513517
36	ancient_08	6614.421419929166	6720.0	6780.067904920559	6561.063856195365	7046.869594747666	1	105.5785800708336	105.5785800708336	17722.758717884826	41809.27877061068	0.44993440186673117	17722.758717884826	1.6152380447592805	0.010082791634513517
36	ancient_09	7112.119994640056	7080.0	7093.155637690765	6880.0863389341075	7310.085663658728	1	-32.119994640055666	32.119994640055666	17722.758717884826	41514.64349276251	0.43467120106070634	17722.758717884826	1.6152380447592805	0.010082791634513517
36	ancient_10	9308.621504328288	8680.0	8653.233101708023	8406.646148797096	8886.084626351183	0	-628.6215043282882	628.6215043282882	17722.758717884826	38480.34692647197	0.40696788652253346	17722.758717884826	1.6152380447592805	0.010082791634513517
37	ancient_01	415.8131279876043	0.0	56.07453736254826	1.7454790400907954	196.9185341710092	0	-415.8131279876043	415.8131279876043	5059.211273035614	30284.402611417034	1.5603660970581072	5059.211273035614	3.3058321743563006	0.009630992000934197
37	ancient_02	1497.0447207735137	1380.0	1397.7362167460574	1293.2211901065346	1476.2413326061076	0	-117.04472077351375	117.04472077351375	5059.211273035614	17137.74680624463	0.9864720036983131	5059.211273035614	3.3058321743563006	0.009630992000934197
37	ancient_03	2703.3069092951932	2320.0	2326.956379359664	2249.329893332684	2409.870647247441	0	-383.30690929519324	383.30690929519324	5059.211273035614	12384.254352600557	0.8184577824503194	5059.211273035614	3.3058321743563006	0.009630992000934197
37	ancient_04	3296.2923110011197	2920.0	2947.991238857817	2848.8683833259392	3055.4093044455026	0	-376.29231100111974	376.29231100111974	5059.211273035614	11570.878660953105	0.7555180225787407	5059.211273035614	3.3058321743563006	0.009630992000934197
37	ancient_05	3869.1814055761242	4420.0	4428.2641014447	4304.382407112479	4540.968396928846	0	550.8185944238758	550.8185944238758	5059.211273035614	11196.304983054584	0.7017990720242248	5059.211273035614	3.3058321743563006	0.009630992000934197
37	ancient_06	4232.060449522312	3460.0	3442.89664761962	3314.961040499501	3596.407968254204	0	-772.0604495223124	772.0604495223124	5059.211273035614	11015.996424613655	0.6731277841932721	5059.211273035614	3.3058321743563006	0.009630992000934197
37	ancient_07	4885.113774673268	4840.0	4882.278583824721	4529.346893621055	5184.146909884672	1	-45.11377467326838	45.11377467326838	5059.211273035614	10763.995679377702	0.6292852341154436	5059.211273035614	3.3058321743563006	0.009630992000934197
37	ancient_08	6850.478725156894	6140.0	6194.6400321322935	6028.206913086573	6386.354719204166	0	-710.4787251568941	710.4787251568941	5059.211273035614	10310.698226947885	0.5357152946916974	5059.211273035614	3.3058321743563006	0.009630992000934197
37	ancient_09	8525.161045858431	8900.0	8840.333389378053	8513.528661038465	9116.055706718213	1	374.83895414156905	374.83895414156905	5059.211273035614	10724.609992713496	0.49867185876790815	5059.211273035614	3.3058321743563006	0.009630992000934197
37	ancient_10	9515.045067013969	9000.0	8971.427849258673	8621.443767443143	9297.288888171557	0	-515.045067013969	515.045067013969	5059.211273035614	11128.311910870234	0.4843164998914135	5059.211273035614	3.3058321743563006	0.009630992000934197
38	ancient_01	1661.81390765598	1620.0	1622.791051322701	1481.3151422554583	1774.403321355272	1	-41.813907655980074	41.813907655980074	7630.008417307958	65714.386337625	0.8544499408295971	7630.008417307958	2.9320961675193047	0.009932956353909186
38	ancient_02	4359.959508807928	4640.0	4613.975596942278	4211.250299147615	5000.741750666469	1	280.0404911920723	280.0404911920723	7630.008417307958	48293.96009303037	0.6777048612650728	7630.008417307958	2.9320961675193047	0.009932956353909186
38	ancient_03	4832.34022731487	6000.0	6060.633030252378	5645.7207251499	6527.499484612937	0	1167.6597726851296	1167.6597726851296	7630.008417307958	49772.24865253976	0.6502135670708131	7630.008417307958	2.9320961675193047	0.009932956353909186
38	ancient_04	5135.685406633962	6080.0	6058.434116591757	5614.514736064556	6490.199633603402	0	944.314593366038	944.314593366038	7630.008417307958	50597.13322145328	0.6341213969221877	7630.008417307958	2.9320961675193047	0.009932956353909186
38	ancient_05	5373.116034224571	4800.0	4710.701725183696	4229.986583752693	5175.256362763164	0	-573.1160342245712	573.1160342245712	7630.008417307958	51185.98165944234	0.6222838432411106	7630.008417307958	2.9320961675193047	0.009932956353909186
38	ancient_06	5477.244877137068	5260.0	5311.778910974173	4825.077512817871	5884.50788691451	1	-217.24487713706822	217.24487713706822	7630.008417307958	51430.109798973834	0.6172872594713857	7630.008417307958	2.9320961675193047	0.009932956353909186
38	ancient_07	7214.145991552361	5860.0	5816.8004730915745	5372.21540051563	6318.6653417859825	0	-1354.145991552361	1354.145991552361	7630.008417307958	54561.9190669201	0.5480158121140436	7630.008417307958	2.9320961675193047	0.009932956353909186
38	ancient_08	7290.172619037463	7860.0	7863.834770698573	7319.296091783955	8465.568322873947	0	569.8273809625371	569.8273809625371	7630.008417307958	54668.08992967928	0.5454795891819791	7630.008417307958	2.9320961675193047	0.009932956353909186
38	ancient_09	7447.089378773978	7660.0	7757.49757159786	7147.208184174062	8429.509555667395	1	212.91062122602216	212.91062122602216	7630.008417307958	54880.98895037271	0.5403519755795838	7630.008417307958	2.9320961675193047	0.009932956353909186
38	ancient_10	8439.35899712052	9280.0	9239.053332687214	8532.913022617438	9859.487886399676	0	840.6410028794799	840.6410028794799	7630.008417307958	57604.882729654484	0.5249837246279516	7630.008417307958	2.9320961675193047	0.009932956353909186
39	ancient_01	363.2210781073619	0.0	27.55557375394155	1.057471395679065	104.49607857408697	0	-363.2210781073619	363.2210781073619	15975.006906426155	39617.094699147085	0.5832501189029181	6405.871355063157	3.079549848583312	0.010280284123632175
39	ancient_02	1793.1028898946854	1320.0	1992.419423753514	1309.2564843501366	3035.965695033095	1	-473.1028898946854	473.1028898946854	6405.871355063157	26536.59426708082	1.3320964641879904	6405.871355063157	3.079549848583312	0.010280284123632175
39	ancient_03	2153.110172932102	1200.0	1197.9997700553536	1127.4480102714006	1267.4374483984482	0	-953.1101729321022	953.1101729321022	6405.871355063157	35015.402546913465	1.36406598801903	6405.871355063157	3.079549848583312	0.010280284123632175
39	ancient_04	3412.3247169535884	4140.0	4096.329294404344	3815.0148831442257	4262.474633745167	0	727.6752830464116	727.6752830464116	6405.871355063157	47615.534698761425	1.3352554137643742	6405.871355063157	3.079549848583312	0.010280284123632175
39	ancient_05	3548.2856314105725	3780.0	3774.205374111103	3643.09847139612	3936.4260410520315	0	231.71436858942752	231.71436858942752	6405.871355063157	44636.238454151484	1.34884033123988	6405.871355063157	3.079549848583312	0.010280284123632175
39	ancient_06	4303.848590558608	4540.0	4517.395771928033	4290.801021534081	4706.824621295094	1	236.1514094413924	236.1514094413924	6405.871355063157	33577.54439626747	1.3713449816082592	6405.871355063157	3.079549848583312	0.010280284123632175
39	ancient_07	5407.294378201071	5720.0	5730.270389162975	5580.885422252093	5907.897967425992	0	312.7056217989293	312.7056217989293	6405.871355063157	25560.023944207867	1.3368423265832525	6405.871355063157	3.079549848583312	0.010280284123632175
39	ancient_08	8351.30710777366	9060.0	9044.883486547165	8716.634456863985	9339.668908877547	0	708.6928922263396	708.6928922263396	6405.871355063157	18345.689736682423	1.171457524431864	6405.871355063157	3.079549848583312	0.010280284123632175
39	ancient_09	8794.252116859898	8080.0	8123.844011365902	7805.619430646946	8450.865872876397	0	-714.2521168598978	714.2521168598978	6405.871355063157	18064.78338736594	1.1435391194818398	6405.871355063157	3.079549848583312	0.010280284123632175
39	ancient_10	9704.875747824126	9760.0	9752.519194308628	9470.960077834556	9982.530877404615	1	55.12425217587406	55.12425217587406	6405.871355063157	17578.324627672573	1.0918682588903457	6405.871355063157	3.079549848583312	0.010280284123632175
40	ancient_01	1087.8292334484008	1480.0	1466.7823844539735	1342.604565310233	1625.7490875548551	0	392.1707665515992	392.1707665515992	5418.086790383247	20817.91591695704	1.2574797290690083	5418.086790383247	3.0991467630411744	0.009961043560382481
40	ancient_02	1155.8909896404257	1560.0	1543.2665124180876	1325.6403822295022	1665.7642546643267	0	404.1090103595743	404.1090103595743	5418.086790383247	19762.596802340064	1.237498671160681	5418.086790383247	3.0991467630411744	0.009961043560382481
