replicate	true_T	map_T	mean_T	median_T	ci95_lower_T	ci95_upper_T	contains_true_95	model	Ne	epsilon
282	8913.824294818547	9000.0	8912.174356293115	8914.294053693486	8558.227361411859	9273.332916937085	1	direct ancient-lineage insertion conditional on modern tree	17346.0	0.0
283	355.770275925061	1050.0	1227.0609633850738	1186.706563298943	385.02145945618696	2176.089024932881	0	direct ancient-lineage insertion conditional on modern tree	78228.0	0.0
284	9054.287324294572	9800.0	9851.638230593395	9832.364458924127	9089.294033616805	10646.603885621642	0	direct ancient-lineage insertion conditional on modern tree	25044.0	0.0
285	5437.494838530836	5400.0	5408.143242841686	5409.471518741657	5013.002805926495	5794.841017264251	1	direct ancient-lineage insertion conditional on modern tree	37553.0	0.0
286	3952.356064383595	4250.0	4227.17221645738	4229.08812059556	3908.5453430205357	4534.37877561767	1	direct ancient-lineage insertion conditional on modern tree	40121.0	0.0
287	5201.484381418862	4800.0	4656.315473806731	4727.48520426246	4078.172945121412	4978.886131250474	0	direct ancient-lineage insertion conditional on modern tree	18716.0	0.0
288	7963.461328256923	8750.0	8801.302426127313	8782.472685902661	8406.204334496502	9252.055654201598	0	direct ancient-lineage insertion conditional on modern tree	34280.0	0.0
289	3506.677574546664	2100.0	2112.9169875901844	2113.0917539684283	1845.3637650767494	2388.228746722666	0	direct ancient-lineage insertion conditional on modern tree	90386.0	0.0
290	4500.865098859374	5350.0	5289.485700718973	5291.832626979483	4684.077044405769	5874.359613794121	0	direct ancient-lineage insertion conditional on modern tree	55519.0	0.0
291	4190.4351414055545	4150.0	4059.152611440576	4079.135108379645	3401.0360999151953	4700.01375574249	1	direct ancient-lineage insertion conditional on modern tree	81456.0	0.0
292	121.5664520805437	0.0	63.39923045909585	53.00656822184103	2.5853044623732977	228.65979036889007	1	direct ancient-lineage insertion conditional on modern tree	38768.0	0.0
293	9954.98017530937	9800.0	9682.248756331575	9685.830110730942	9114.737287943648	10283.159785682841	1	direct ancient-lineage insertion conditional on modern tree	61991.0	0.0
294	3597.827941715425	3700.0	3739.757985149808	3736.396390991727	3473.692602167837	4002.459881683621	1	direct ancient-lineage insertion conditional on modern tree	15056.0	0.0
295	8174.069868318386	7900.0	8034.005635566204	8013.84375029417	7263.107614349113	8875.94898439421	1	direct ancient-lineage insertion conditional on modern tree	24368.0	0.0
296	3682.0386608814447	4750.0	4734.269938939168	4751.044471423115	4345.577370837158	5007.602413645676	0	direct ancient-lineage insertion conditional on modern tree	64031.0	0.0
297	2195.134485103768	1400.0	1450.5927191938335	1417.8309554381578	535.3293113851347	2518.652023650075	1	direct ancient-lineage insertion conditional on modern tree	87580.0	0.0
298	2782.98572843527	2500.0	2532.9158923171544	2513.817657094119	1993.0508026363195	3175.9887972249826	1	direct ancient-lineage insertion conditional on modern tree	45748.0	0.0
299	1588.6289657460504	2450.0	2315.3694252211185	2400.664360294858	1801.6780701810371	2616.892106221533	0	direct ancient-lineage insertion conditional on modern tree	33246.0	0.0
300	2738.416449789845	3550.0	3492.727676938921	3501.5681132789664	3154.0844693591553	3839.139416668081	0	direct ancient-lineage insertion conditional on modern tree	59363.0	0.0
